geoid,name,med_housing_value_22,med_prop_tax_paid_22,effective_prop_tax_rate_22,med_housing_value_23,med_prop_tax_paid_23,effective_prop_tax_rate_23,ch_22_23,ch_22_23_real
20033,"Comanche County, Kansas",63800,1332,0.020878,59900,1369,0.022855,0.0277778,-0.0127015
20035,"Cowley County, Kansas",104000,1761,0.016933,111600,1878,0.016828,0.0664395,0.0244376
20037,"Crawford County, Kansas",114100,1350,0.011832,122400,1375,0.011234,0.0185185,-0.021596
20039,"Decatur County, Kansas",76100,1287,0.016912,78500,1408,0.017936,0.0940171,0.050929
20041,"Dickinson County, Kansas",137000,1986,0.014496,148500,2123,0.014296,0.0689829,0.0268808
20043,"Doniphan County, Kansas",116400,1390,0.011942,121200,1406,0.011601,0.0115108,-0.0283278
20045,"Douglas County, Kansas",259500,3249,0.01252,281600,3508,0.012457,0.0797168,0.037192
20047,"Edwards County, Kansas",65500,1145,0.017481,70500,1123,0.015929,-0.019214,-0.0578424
20049,"Elk County, Kansas",57100,1237,0.021664,60900,1211,0.019885,-0.0210186,-0.059576
20051,"Ellis County, Kansas",199100,2478,0.012446,211100,2582,0.012231,0.0419693,0.0009312
20053,"Ellsworth County, Kansas",109400,1613,0.014744,116300,1766,0.015185,0.0948543,0.0517332
20055,"Finney County, Kansas",183900,2590,0.014084,191100,2733,0.014301,0.0552124,0.0136526
20057,"Ford County, Kansas",121500,2046,0.01684,132700,2190,0.016503,0.0703812,0.028224
20059,"Franklin County, Kansas",175500,2587,0.014741,187400,2737,0.014605,0.0579822,0.0163134
20061,"Geary County, Kansas",162400,2576,0.015862,165000,2537,0.015376,-0.0151398,-0.0539287
20063,"Gove County, Kansas",112800,1578,0.013989,119000,1581,0.013286,0.0019011,-0.0375589
20065,"Graham County, Kansas",87400,1459,0.016693,88800,1538,0.01732,0.0541467,0.0126289
20067,"Grant County, Kansas",147800,1832,0.012395,146200,1911,0.013071,0.0431223,0.0020387
20069,"Gray County, Kansas",162400,2418,0.014889,174700,2461,0.014087,0.0177833,-0.0223023
20071,"Greeley County, Kansas",115700,2026,0.017511,108900,2080,0.0191,0.0266535,-0.0137815
20073,"Greenwood County, Kansas",64900,1162,0.017904,82600,1360,0.016465,0.1703959,0.1242996
20075,"Hamilton County, Kansas",116800,2068,0.017705,119700,1881,0.015714,-0.0904255,-0.1262493
20077,"Harper County, Kansas",81000,1474,0.018198,77300,1379,0.01784,-0.0644505,-0.1012973
20079,"Harvey County, Kansas",160100,2425,0.015147,173300,2517,0.014524,0.0379381,-0.0029413
20081,"Haskell County, Kansas",132500,2194,0.016558,154800,2226,0.01438,0.0145852,-0.0253744
20083,"Hodgeman County, Kansas",86100,1575,0.018293,92700,1638,0.01767,0.04,-0.0009606
20085,"Jackson County, Kansas",169100,2234,0.013211,193600,2304,0.011901,0.0313339,-0.0092854
20087,"Jefferson County, Kansas",193000,2515,0.013031,200800,2562,0.012759,0.0186879,-0.0214334
20089,"Jewell County, Kansas",58400,1169,0.020017,62100,1222,0.019678,0.0453379,0.004167
20091,"Johnson County, Kansas",343300,4000,0.011652,366000,4221,0.011533,0.05525,0.0136888
20093,"Kearny County, Kansas",143200,1830,0.012779,152500,1867,0.012243,0.0202186,-0.0199629
20095,"Kingman County, Kansas",97500,1832,0.01879,107400,1916,0.01784,0.0458515,0.0046604
20097,"Kiowa County, Kansas",121600,1622,0.013339,152400,1766,0.011588,0.0887793,0.0458975
20099,"Labette County, Kansas",94600,1653,0.017474,92100,1499,0.016276,-0.0931639,-0.1288799
20101,"Lane County, Kansas",82300,1455,0.017679,119000,1708,0.014353,0.1738832,0.1276495
20103,"Leavenworth County, Kansas",240800,2925,0.012147,260600,3136,0.012034,0.0721368,0.0299104
20105,"Lincoln County, Kansas",94100,1442,0.015324,92600,1432,0.015464,-0.0069348,-0.0460469
20107,"Linn County, Kansas",148200,1569,0.010587,164500,1800,0.010942,0.1472275,0.1020437
20109,"Logan County, Kansas",116100,1970,0.016968,116600,2117,0.018156,0.0746193,0.0322952
20111,"Lyon County, Kansas",136100,2043,0.015011,142200,2272,0.015977,0.1120901,0.0682902
20113,"McPherson County, Kansas",180900,2600,0.014373,198400,2780,0.014012,0.0692308,0.0271189
20115,"Marion County, Kansas",114700,1916,0.016704,114400,1974,0.017255,0.0302714,-0.0103061
20117,"Marshall County, Kansas",112300,1476,0.013143,119500,1529,0.012795,0.0359079,-0.0048916
20119,"Meade County, Kansas",137500,1753,0.012749,122000,1858,0.01523,0.0598973,0.018153
20121,"Miami County, Kansas",253100,3060,0.01209,277700,3406,0.012265,0.1130719,0.0692333
20123,"Mitchell County, Kansas",100700,1911,0.018977,109600,2084,0.019015,0.0905285,0.0475778
20125,"Montgomery County, Kansas",90200,1506,0.016696,92100,1562,0.01696,0.0371846,-0.0036651
20127,"Morris County, Kansas",111700,1767,0.015819,120900,1870,0.015467,0.0582909,0.0166099
20129,"Morton County, Kansas",96000,1802,0.018771,95600,1952,0.020418,0.0832408,0.0405772
20131,"Nemaha County, Kansas",174500,1759,0.01008,196100,1917,0.009776,0.0898238,0.0469008
20133,"Neosho County, Kansas",99400,1461,0.014698,101200,1501,0.014832,0.0273785,-0.013085
20135,"Ness County, Kansas",80400,1500,0.018657,85400,1678,0.019649,0.1186667,0.0746078
20137,"Norton County, Kansas",109800,1759,0.01602,106300,1585,0.014911,-0.0989198,-0.1344091
20139,"Osage County, Kansas",138400,2205,0.015932,142800,2282,0.01598,0.0349206,-0.0058399
20141,"Osborne County, Kansas",80600,1392,0.01727,84700,1365,0.016116,-0.0193966,-0.0580178
20143,"Ottawa County, Kansas",157800,2554,0.016185,164100,2651,0.016155,0.0379796,-0.0029014
20145,"Pawnee County, Kansas",93800,1556,0.016588,102400,1832,0.017891,0.1773779,0.1310066
20147,"Phillips County, Kansas",95400,1615,0.016929,94700,1607,0.016969,-0.0049536,-0.0441437
20149,"Pottawatomie County, Kansas",221600,2444,0.011029,223000,2475,0.011099,0.0126841,-0.0272006
20151,"Pratt County, Kansas",111100,2000,0.018002,114500,2019,0.017633,0.0095,-0.0302594
20153,"Rawlins County, Kansas",108500,1596,0.01471,99400,1651,0.01661,0.0344612,-0.0062813
20155,"Reno County, Kansas",119200,2059,0.017273,125000,2180,0.01744,0.0587664,0.0170667
20157,"Republic County, Kansas",71000,1270,0.017887,76000,1290,0.016974,0.015748,-0.0242574
20159,"Rice County, Kansas",87700,1546,0.017628,105500,1636,0.015507,0.0582147,0.0165367
20161,"Riley County, Kansas",231000,3383,0.014645,231200,3317,0.014347,-0.0195093,-0.0581261
20163,"Rooks County, Kansas",88200,1629,0.018469,90000,1593,0.0177,-0.0220994,-0.0606143
20165,"Rush County, Kansas",74900,1507,0.02012,79300,1504,0.018966,-0.0019907,-0.0412975
20167,"Russell County, Kansas",103500,1872,0.018087,106400,1863,0.017509,-0.0048077,-0.0440035
20169,"Saline County, Kansas",161900,2223,0.013731,171900,2283,0.013281,0.0269906,-0.0134577
20171,"Scott County, Kansas",166100,2675,0.016105,170100,2606,0.01532,-0.0257944,-0.0641637
20173,"Sedgwick County, Kansas",175700,2232,0.012703,190700,2345,0.012297,0.0506272,0.0092481
20175,"Seward County, Kansas",126000,2206,0.017508,134000,2257,0.016843,0.0231188,-0.017177
20177,"Shawnee County, Kansas",159900,2372,0.014834,170400,2500,0.014671,0.0539629,0.0124524
20179,"Sheridan County, Kansas",134900,2150,0.015938,152000,2331,0.015336,0.084186,0.0414852
20181,"Sherman County, Kansas",123900,1785,0.014407,126300,1986,0.015724,0.112605,0.0687849
20183,"Smith County, Kansas",83900,1443,0.017199,91000,1503,0.016516,0.04158,0.0005572
20185,"Stafford County, Kansas",96100,1475,0.015349,96700,1505,0.015564,0.020339,-0.0198473
20187,"Stanton County, Kansas",74000,1681,0.022716,64200,1586,0.024704,-0.056514,-0.0936734
20189,"Stevens County, Kansas",133800,2145,0.016031,124500,2239,0.017984,0.0438228,0.0027117
20191,"Sumner County, Kansas",116400,1900,0.016323,118700,2024,0.017051,0.0652632,0.0233075
20193,"Thomas County, Kansas",165300,2331,0.014102,165900,2192,0.013213,-0.0596311,-0.0966677
20195,"Trego County, Kansas",114900,1722,0.014987,115400,1680,0.014558,-0.0243902,-0.0628148
20197,"Wabaunsee County, Kansas",169600,2236,0.013184,178200,2270,0.012738,0.0152057,-0.0247784
20199,"Wallace County, Kansas",96200,1736,0.018046,94200,1449,0.015382,-0.1653226,-0.1981965
20201,"Washington County, Kansas",106100,1509,0.014222,106100,1551,0.014618,0.027833,-0.0126484
20203,"Wichita County, Kansas",96700,1872,0.019359,98700,1449,0.014681,-0.2259615,-0.2564472
20205,"Wilson County, Kansas",91700,1285,0.014013,93900,1294,0.013781,0.0070039,-0.0326572
20207,"Woodson County, Kansas",85300,1371,0.016073,77100,1396,0.018106,0.0182349,-0.0218685
20209,"Wyandotte County, Kansas",139800,2159,0.015443,152700,2240,0.014669,0.0375174,-0.0033455
21001,"Adair County, Kentucky",126900,922,0.007266,134800,922,0.00684,0,-0.0393852
21003,"Allen County, Kentucky",160200,967,0.006036,176300,972,0.005513,0.0051706,-0.0344182
21005,"Anderson County, Kentucky",198800,1663,0.008365,213200,1698,0.007964,0.0210463,-0.0191678
21007,"Ballard County, Kentucky",102000,931,0.009127,132900,1067,0.008029,0.1460795,0.1009409
21009,"Barren County, Kentucky",156800,1161,0.007404,166900,1212,0.007262,0.0439276,0.0028123
21011,"Bath County, Kentucky",101300,830,0.008193,111800,817,0.007308,-0.0156627,-0.054431
21013,"Bell County, Kentucky",76700,594,0.007744,83000,617,0.007434,0.0387205,-0.0021897
21015,"Boone County, Kentucky",237600,2154,0.009066,253200,2273,0.008977,0.0552461,0.013685
21017,"Bourbon County, Kentucky",187700,1516,0.008077,211600,1563,0.007387,0.0310026,-0.0096036
21019,"Boyd County, Kentucky",129000,1234,0.009566,126300,1233,0.009762,-0.0008104,-0.0401637
21021,"Boyle County, Kentucky",179800,1620,0.00901,200700,1712,0.00853,0.0567901,0.0151682
21023,"Bracken County, Kentucky",115100,1069,0.009288,116400,1093,0.00939,0.0224509,-0.0178186
21025,"Breathitt County, Kentucky",58800,514,0.008741,61800,521,0.00843,0.0136187,-0.0263029
21027,"Breckinridge County, Kentucky",124800,887,0.007107,141400,855,0.006047,-0.0360767,-0.074041
21029,"Bullitt County, Kentucky",214000,1855,0.008668,233700,1994,0.008532,0.0749326,0.0325962
21031,"Butler County, Kentucky",102200,615,0.006018,105500,594,0.00563,-0.0341463,-0.0721867
21033,"Caldwell County, Kentucky",103200,583,0.005649,113500,594,0.005233,0.0188679,-0.0212604
21035,"Calloway County, Kentucky",169100,1137,0.006724,181200,1215,0.006705,0.0686016,0.0265145
21037,"Campbell County, Kentucky",214400,2439,0.011376,234500,2495,0.01064,0.0229602,-0.0173293
21039,"Carlisle County, Kentucky",90100,812,0.009012,104700,887,0.008472,0.0923645,0.0493415
21041,"Carroll County, Kentucky",128100,954,0.007447,129800,982,0.007565,0.0293501,-0.0111911
21043,"Carter County, Kentucky",122300,606,0.004955,126100,622,0.004933,0.0264026,-0.0140224
21045,"Casey County, Kentucky",124300,747,0.00601,135700,810,0.005969,0.0843373,0.0416305
21047,"Christian County, Kentucky",142000,1021,0.00719,149200,1065,0.007138,0.043095,0.0020125
21049,"Clark County, Kentucky",183200,1411,0.007702,197900,1448,0.007317,0.0262225,-0.0141954
21051,"Clay County, Kentucky",73500,566,0.007701,87300,598,0.00685,0.0565371,0.0149252
21053,"Clinton County, Kentucky",90600,526,0.005806,114000,627,0.0055,0.1920152,0.1450674
21055,"Crittenden County, Kentucky",105300,614,0.005831,115700,650,0.005618,0.0586319,0.0169375
21057,"Cumberland County, Kentucky",126100,810,0.006423,128600,786,0.006112,-0.0296296,-0.0678479
21059,"Daviess County, Kentucky",171100,1516,0.00886,185800,1595,0.008584,0.0521108,0.0106732
21061,"Edmonson County, Kentucky",116000,794,0.006845,136600,795,0.00582,0.0012594,-0.0381754
21063,"Elliott County, Kentucky",90400,617,0.006825,97400,671,0.006889,0.0875203,0.044688
21065,"Estill County, Kentucky",100600,731,0.007266,111900,773,0.006908,0.0574555,0.0158074
21067,"Fayette County, Kentucky",247900,2282,0.009205,272100,2425,0.008912,0.0626643,0.0208111
21069,"Fleming County, Kentucky",109300,738,0.006752,115200,824,0.007153,0.1165312,0.0725564
21071,"Floyd County, Kentucky",89900,696,0.007742,93300,697,0.007471,0.0014368,-0.038005
21073,"Franklin County, Kentucky",184000,1605,0.008723,198700,1672,0.008415,0.0417445,0.0007152
21075,"Fulton County, Kentucky",75000,535,0.007133,78100,562,0.007196,0.0504673,0.0090944
21077,"Gallatin County, Kentucky",154600,1331,0.008609,169400,1368,0.008076,0.0277986,-0.0126814
21079,"Garrard County, Kentucky",170800,1342,0.007857,186800,1344,0.007195,0.0014903,-0.0379536
21081,"Grant County, Kentucky",173600,1299,0.007483,185500,1339,0.007218,0.0307929,-0.0098051
21083,"Graves County, Kentucky",134900,903,0.006694,139000,929,0.006683,0.0287929,-0.0117263
21085,"Grayson County, Kentucky",141500,821,0.005802,160100,896,0.005597,0.091352,0.0483689
21087,"Green County, Kentucky",97100,669,0.00689,118900,752,0.006325,0.1240658,0.0797942
21089,"Greenup County, Kentucky",132200,1234,0.009334,135300,1273,0.009409,0.0316045,-0.0090254
21091,"Hancock County, Kentucky",116800,865,0.007406,137600,935,0.006795,0.0809249,0.0383524
21093,"Hardin County, Kentucky",186500,1379,0.007394,205900,1451,0.007047,0.0522117,0.0107702
21095,"Harlan County, Kentucky",71300,692,0.009705,73100,722,0.009877,0.0433526,0.0022599
21097,"Harrison County, Kentucky",170600,1167,0.006841,188900,1282,0.006787,0.0985433,0.0552769
21099,"Hart County, Kentucky",115500,856,0.007411,124600,935,0.007504,0.0922897,0.0492697
21101,"Henderson County, Kentucky",156200,1392,0.008912,165700,1455,0.008781,0.0452586,0.0040909
21103,"Henry County, Kentucky",161600,1435,0.00888,181300,1489,0.008213,0.0376307,-0.0032366
21105,"Hickman County, Kentucky",112700,951,0.008438,92300,756,0.008191,-0.2050473,-0.2363567
21107,"Hopkins County, Kentucky",125800,1007,0.008005,128800,1057,0.008207,0.0496524,0.0083117
21109,"Jackson County, Kentucky",101900,607,0.005957,107000,683,0.006383,0.1252059,0.0808895
21111,"Jefferson County, Kentucky",222200,1905,0.008573,237200,2023,0.008529,0.0619423,0.0201174
21113,"Jessamine County, Kentucky",226900,1837,0.008096,245100,1889,0.007707,0.028307,-0.0121931
21115,"Johnson County, Kentucky",130900,772,0.005898,125300,808,0.006449,0.0466321,0.0054103
21117,"Kenton County, Kentucky",207700,2168,0.010438,227500,2284,0.01004,0.0535055,0.012013
21119,"Knott County, Kentucky",66600,524,0.007868,74600,536,0.007185,0.0229008,-0.0173864
21121,"Knox County, Kentucky",109200,826,0.007564,109200,803,0.007353,-0.027845,-0.0661336
21123,"Larue County, Kentucky",164000,1044,0.006366,177500,1118,0.006299,0.0708812,0.0287043
21125,"Laurel County, Kentucky",141300,834,0.005902,143400,845,0.005893,0.0131894,-0.0267152
21127,"Lawrence County, Kentucky",100300,697,0.006949,108100,733,0.006781,0.0516499,0.0102305
21129,"Lee County, Kentucky",77400,706,0.009121,82100,696,0.008477,-0.0141643,-0.0529916
21131,"Leslie County, Kentucky",77900,556,0.007137,74100,532,0.007179,-0.0431655,-0.0808506
21133,"Letcher County, Kentucky",66000,588,0.008909,70500,657,0.009319,0.1173469,0.07334
21135,"Lewis County, Kentucky",83400,560,0.006715,86100,558,0.006481,-0.0035714,-0.042816
21137,"Lincoln County, Kentucky",130100,983,0.007556,139300,1020,0.007322,0.0376399,-0.0032278
21139,"Livingston County, Kentucky",108100,670,0.006198,116300,731,0.006285,0.0910448,0.0480738
21141,"Logan County, Kentucky",134200,926,0.0069,151500,945,0.006238,0.0205184,-0.019675
21143,"Lyon County, Kentucky",164100,1040,0.006338,183600,1016,0.005534,-0.0230769,-0.0615532
21145,"McCracken County, Kentucky",172300,1250,0.007255,182900,1342,0.007337,0.0736,0.031316
21147,"McCreary County, Kentucky",85300,583,0.006835,77000,565,0.007338,-0.0308748,-0.069044
21149,"McLean County, Kentucky",139400,960,0.006887,145600,984,0.006758,0.025,-0.0153698
21151,"Madison County, Kentucky",200600,1567,0.007812,220700,1631,0.00739,0.0408424,-0.0001514
21153,"Magoffin County, Kentucky",83400,569,0.006823,88300,643,0.007282,0.1300527,0.0855454
21155,"Marion County, Kentucky",141000,1060,0.007518,158700,1124,0.007083,0.0603774,0.0186142
21157,"Marshall County, Kentucky",160600,1203,0.007491,173700,1246,0.007173,0.035744,-0.005049
21159,"Martin County, Kentucky",91800,654,0.007124,84900,657,0.007739,0.0045872,-0.0349787
21161,"Mason County, Kentucky",156600,998,0.006373,157500,998,0.006337,0,-0.0393852
21163,"Meade County, Kentucky",187400,1344,0.007172,195000,1386,0.007108,0.03125,-0.009366
21165,"Menifee County, Kentucky",104600,565,0.005402,111500,558,0.005004,-0.0123894,-0.0512866
21167,"Mercer County, Kentucky",181400,1485,0.008186,189700,1553,0.008187,0.0457912,0.0046025
21169,"Metcalfe County, Kentucky",95100,693,0.007287,103100,743,0.007207,0.0721501,0.0299232
21171,"Monroe County, Kentucky",113900,824,0.007234,116300,892,0.00767,0.0825243,0.0398888
21173,"Montgomery County, Kentucky",142300,1097,0.007709,163800,1222,0.00746,0.1139471,0.0700741
21175,"Morgan County, Kentucky",90800,738,0.008128,106000,802,0.007566,0.0867209,0.0439201
21177,"Muhlenberg County, Kentucky",115900,786,0.006782,121300,842,0.006941,0.0712468,0.0290555
21179,"Nelson County, Kentucky",204000,1695,0.008309,224100,1782,0.007952,0.0513274,0.0099207
21181,"Nicholas County, Kentucky",111300,700,0.006289,119600,679,0.005677,-0.03,-0.0682037
21183,"Ohio County, Kentucky",114900,656,0.005709,113400,695,0.006129,0.0594512,0.0177245
21185,"Oldham County, Kentucky",357500,3300,0.009231,375000,3454,0.009211,0.0466667,0.0054435
21187,"Owen County, Kentucky",151300,1116,0.007376,165000,1231,0.007461,0.1030466,0.0596029
21189,"Owsley County, Kentucky",78500,598,0.007618,79900,562,0.007034,-0.0602007,-0.0972149
21191,"Pendleton County, Kentucky",152000,1226,0.008066,160800,1246,0.007749,0.0163132,-0.0237145
21193,"Perry County, Kentucky",92800,666,0.007177,90700,661,0.007288,-0.0075075,-0.046597
21195,"Pike County, Kentucky",96900,759,0.007833,104200,758,0.007274,-0.0013175,-0.0406508
21197,"Powell County, Kentucky",123400,819,0.006637,142400,829,0.005822,0.01221,-0.0276561
21199,"Pulaski County, Kentucky",140400,945,0.006731,156300,1010,0.006462,0.0687831,0.0266888
21201,"Robertson County, Kentucky",143500,817,0.005693,123400,828,0.00671,0.0134639,-0.0264516
21203,"Rockcastle County, Kentucky",100300,546,0.005444,119300,574,0.004811,0.0512821,0.0098771
21205,"Rowan County, Kentucky",149900,847,0.00565,155900,862,0.005529,0.0177096,-0.0223731
21207,"Russell County, Kentucky",121400,768,0.006326,148200,872,0.005884,0.1354167,0.090698
21209,"Scott County, Kentucky",240800,1674,0.006952,264200,1800,0.006813,0.0752688,0.0329191
21211,"Shelby County, Kentucky",247500,2040,0.008242,277500,2248,0.008101,0.1019608,0.0585598
21213,"Simpson County, Kentucky",178600,1201,0.006725,195700,1246,0.006367,0.0374688,-0.0033921
21215,"Spencer County, Kentucky",288200,2135,0.007408,297600,2118,0.007117,-0.0079625,-0.0470341
21217,"Taylor County, Kentucky",156800,1112,0.007092,163700,1174,0.007172,0.0557554,0.0141743
21219,"Todd County, Kentucky",126600,801,0.006327,157400,870,0.005527,0.0861423,0.0433644
21221,"Trigg County, Kentucky",173900,1017,0.005848,192000,1065,0.005547,0.0471976,0.0059535
21223,"Trimble County, Kentucky",152600,1163,0.007621,172700,1175,0.006804,0.0103181,-0.0294734
21225,"Union County, Kentucky",109100,891,0.008167,109000,858,0.007872,-0.037037,-0.0749635
21227,"Warren County, Kentucky",227300,1484,0.006529,242600,1558,0.006422,0.0498652,0.0085161
21229,"Washington County, Kentucky",158700,1156,0.007284,168300,1205,0.00716,0.0423875,0.0013329
21231,"Wayne County, Kentucky",112800,665,0.005895,121700,703,0.005776,0.0571429,0.0155071
21233,"Webster County, Kentucky",86700,867,0.01,97600,961,0.009846,0.1084198,0.0647645
21235,"Whitley County, Kentucky",114300,825,0.007218,120600,792,0.006567,-0.04,-0.0778098
21237,"Wolfe County, Kentucky",62200,357,0.00574,66400,391,0.005889,0.0952381,0.0521019
21239,"Woodford County, Kentucky",259100,1902,0.007341,270400,2003,0.007408,0.053102,0.0116254
22001,"Acadia Parish, Louisiana",145100,415,0.00286,146900,446,0.003036,0.0746988,0.0323716
22003,"Allen Parish, Louisiana",113400,242,0.002134,110800,199,0.001796,-0.1776859,-0.210073
22005,"Ascension Parish, Louisiana",255600,1421,0.005559,265300,1419,0.005349,-0.0014075,-0.0407372
22007,"Assumption Parish, Louisiana",130600,564,0.004319,141200,609,0.004313,0.0797872,0.0372596
22009,"Avoyelles Parish, Louisiana",123600,199,0.00161,120200,244,0.00203,0.2261306,0.1778392
22011,"Beauregard Parish, Louisiana",150200,511,0.003402,164500,544,0.003307,0.0645793,0.0226506
22013,"Bienville Parish, Louisiana",85800,235,0.002739,93600,299,0.003194,0.2723404,0.222229
22015,"Bossier Parish, Louisiana",206600,1394,0.006747,215100,1380,0.006416,-0.010043,-0.0490327
22017,"Caddo Parish, Louisiana",166700,1099,0.006593,175900,1081,0.006146,-0.0163785,-0.0551187
22019,"Calcasieu Parish, Louisiana",196900,886,0.0045,208500,926,0.004441,0.0451467,0.0039834
22021,"Caldwell Parish, Louisiana",103500,359,0.003469,106000,341,0.003217,-0.0501393,-0.0875497
22023,"Cameron Parish, Louisiana",177600,886,0.004989,183300,814,0.004441,-0.0812641,-0.1174487
22025,"Catahoula Parish, Louisiana",91300,263,0.002881,88000,257,0.00292,-0.0228137,-0.0613004
22027,"Claiborne Parish, Louisiana",79100,312,0.003944,82400,304,0.003689,-0.025641,-0.0640164
22029,"Concordia Parish, Louisiana",94600,377,0.003985,102400,393,0.003838,0.0424403,0.0013836
22031,"De Soto Parish, Louisiana",144100,408,0.002831,150700,467,0.003099,0.1446078,0.0995272
22033,"East Baton Rouge Parish, Louisiana",232800,1489,0.006396,241800,1547,0.006398,0.0389523,-0.001967
22035,"East Carroll Parish, Louisiana",72600,199,0.002741,87400,251,0.002872,0.2613065,0.2116297
22037,"East Feliciana Parish, Louisiana",204800,280,0.001367,213700,328,0.001535,0.1714286,0.1252916
22039,"Evangeline Parish, Louisiana",101000,280,0.002772,118500,323,0.002726,0.1535714,0.1081378
22041,"Franklin Parish, Louisiana",99200,338,0.003407,117200,378,0.003225,0.1183432,0.074297
22043,"Grant Parish, Louisiana",128100,938,0.007322,135900,864,0.006358,-0.0788913,-0.1151693
22045,"Iberia Parish, Louisiana",152400,535,0.00351,156000,547,0.003506,0.0224299,-0.0178387
22047,"Iberville Parish, Louisiana",161400,577,0.003575,177100,581,0.003281,0.0069324,-0.0327258
22049,"Jackson Parish, Louisiana",105700,376,0.003557,107400,354,0.003296,-0.0585106,-0.0955914
22051,"Jefferson Parish, Louisiana",231700,1173,0.005063,243500,1265,0.005195,0.0784314,0.0359571
22053,"Jefferson Davis Parish, Louisiana",149800,446,0.002977,145000,409,0.002821,-0.0829596,-0.1190775
22055,"Lafayette Parish, Louisiana",222400,1246,0.005603,234200,1329,0.005675,0.0666132,0.0246044
22057,"Lafourche Parish, Louisiana",177200,854,0.004819,190800,951,0.004984,0.1135831,0.0697244
22059,"LaSalle Parish, Louisiana",120500,889,0.007378,137200,578,0.004213,-0.3498313,-0.3754383
22061,"Lincoln Parish, Louisiana",184300,876,0.004753,195500,975,0.004987,0.1130137,0.0691774
22063,"Livingston Parish, Louisiana",210100,1023,0.004869,218900,1079,0.004929,0.054741,0.0131998
22065,"Madison Parish, Louisiana",88200,221,0.002506,90600,208,0.002296,-0.0588235,-0.095892
22067,"Morehouse Parish, Louisiana",104300,397,0.003806,108700,467,0.004296,0.1763224,0.1299927
22069,"Natchitoches Parish, Louisiana",155700,685,0.004399,163000,766,0.004699,0.1182482,0.0742057
22071,"Orleans Parish, Louisiana",281500,2226,0.007908,296400,2428,0.008192,0.0907457,0.0477865
22073,"Ouachita Parish, Louisiana",172800,878,0.005081,183000,1016,0.005552,0.1571754,0.1115998
22075,"Plaquemines Parish, Louisiana",253300,1224,0.004832,275800,1275,0.004623,0.0416667,0.0006404
22077,"Pointe Coupee Parish, Louisiana",172500,565,0.003275,174500,491,0.002814,-0.1309735,-0.1652002
22079,"Rapides Parish, Louisiana",171400,940,0.005484,179100,1024,0.005717,0.0893617,0.046457
22081,"Red River Parish, Louisiana",99100,470,0.004743,103200,555,0.005378,0.1808511,0.134343
22083,"Richland Parish, Louisiana",121800,369,0.00303,124500,438,0.003518,0.1869919,0.140242
22085,"Sabine Parish, Louisiana",112300,503,0.004479,129400,495,0.003825,-0.0159046,-0.0546634
22087,"St. Bernard Parish, Louisiana",184000,928,0.005043,192100,976,0.005081,0.0517241,0.0103018
22089,"St. Charles Parish, Louisiana",248600,1445,0.005813,256800,1475,0.005744,0.0207612,-0.0194416
22091,"St. Helena Parish, Louisiana",104700,449,0.004288,106400,448,0.004211,-0.0022272,-0.0415247
22093,"St. James Parish, Louisiana",185200,970,0.005238,197800,1043,0.005273,0.0752577,0.0329085
22095,"St. John the Baptist Parish, Louisiana",173200,794,0.004584,184000,829,0.004505,0.0440806,0.0029593
22097,"St. Landry Parish, Louisiana",148400,446,0.003005,142900,425,0.002974,-0.0470852,-0.0846159
22099,"St. Martin Parish, Louisiana",139900,618,0.004417,151000,610,0.00404,-0.012945,-0.0518203
22101,"St. Mary Parish, Louisiana",128000,503,0.00393,128000,515,0.004023,0.0238569,-0.016468
22103,"St. Tammany Parish, Louisiana",262400,1956,0.007454,272200,2005,0.007366,0.0250511,-0.0153207
22105,"Tangipahoa Parish, Louisiana",193300,825,0.004268,204600,887,0.004335,0.0751515,0.0328065
22107,"Tensas Parish, Louisiana",78300,259,0.003308,80300,232,0.002889,-0.1042471,-0.1395265
22109,"Terrebonne Parish, Louisiana",174400,814,0.004667,189100,852,0.004506,0.046683,0.0054592
22111,"Union Parish, Louisiana",117300,410,0.003495,115400,470,0.004073,0.1463415,0.1011926
22113,"Vermilion Parish, Louisiana",154000,541,0.003513,159700,538,0.003369,-0.0055453,-0.0447121
22115,"Vernon Parish, Louisiana",141900,876,0.006173,143500,776,0.005408,-0.1141552,-0.1490444
22117,"Washington Parish, Louisiana",133200,467,0.003506,139400,488,0.003501,0.0449679,0.0038116
22119,"Webster Parish, Louisiana",100100,375,0.003746,105600,402,0.003807,0.072,0.0297791
22121,"West Baton Rouge Parish, Louisiana",223900,1233,0.005507,225900,1336,0.005914,0.0835361,0.0408608
22123,"West Carroll Parish, Louisiana",100600,199,0.001978,97600,199,0.002039,0,-0.0393852
22125,"West Feliciana Parish, Louisiana",239700,1295,0.005403,263200,1359,0.005163,0.0494208,0.0080892
22127,"Winn Parish, Louisiana",98100,313,0.003191,102600,323,0.003148,0.0319489,-0.0086946
23001,"Androscoggin County, Maine",211800,2859,0.013499,232000,2913,0.012556,0.0188877,-0.0212414
23003,"Aroostook County, Maine",125400,1562,0.012456,131700,1611,0.012232,0.03137,-0.0092507
23005,"Cumberland County, Maine",372900,4372,0.011724,411400,4577,0.011125,0.0468893,0.0056573
23007,"Franklin County, Maine",170600,1948,0.011419,176700,1897,0.010736,-0.0261807,-0.0645348
23009,"Hancock County, Maine",250900,2382,0.009494,278400,2445,0.008782,0.0264484,-0.0139785
23011,"Kennebec County, Maine",198300,2443,0.01232,219900,2510,0.011414,0.0274253,-0.0130401
